Type,FSWP-8
Version,3.01
Date,18.May 2026
VSupply,OFF
Mode,Voltage
3758.3745117188,-132.1081848145
3767.0378417969,-132.4090728760
3775.7209472656,-132.6323852539
3784.4265136719,-132.7699127197
3793.1499023438,-132.8386077881
3801.8933105469,-132.8613128662
3810.6589355469,-132.8448028564
3819.4428710938,-132.8256225586
3828.2468261719,-132.8121185303
3837.0734863281,-132.8134002686
3845.9182128906,-132.8359832764
3854.7832031250,-132.8809814453
3863.6687011719,-132.9426574707
3872.5769042969,-133.0097045898
3881.5036621094,-133.0690155029
3890.4506835938,-133.1104431152
3899.4206542969,-133.1299591064
3908.4089355469,-133.1298980713
3917.4182128906,-133.1162719727
3926.4501953125,-133.0952911377
3935.5009765625,-133.0713043213
3944.5725097656,-133.0469360352
3953.6650390625,-133.0250091553
3962.7807617188,-133.0094299316
3971.9152832031,-133.0262756348
3981.0708007813,-133.0647125244
3990.2497558594,-133.1198425293
3999.4475097656,-133.1819610596
4008.6665039063,-133.2387847900
4017.9089355469,-133.2798461914
4027.1704101563,-133.3001861572
4036.4533691406,-133.3015747070
4045.7600097656,-133.2912750244
4055.0856933594,-133.2790222168
4064.4331054688,-133.2783966064
4073.8017578125,-133.3053588867
4083.1943359375,-133.3373107910
4092.6064453125,-133.3696136475
4102.0400390625,-133.3930664063
4111.4980468750,-133.4021911621
4120.9750976563,-133.3973388672
4130.4746093750,-133.3838653564
4139.9975585938,-133.3693237305
4149.5405273438,-133.3616027832
4159.1054687500,-133.3770141602
4168.6928710938,-133.4035186768
4178.3041992188,-133.4389648438
4187.9355468750,-133.4776153564
4197.5888671875,-133.5115509033
4207.2670898438,-133.5319824219
4216.9648437500,-133.5206604004
4226.6855468750,-133.4685363770
4236.4306640625,-133.4198303223
4246.1958007813,-133.3761901855
4255.9833984375,-133.3489990234
4265.7963867188,-133.3445281982
4275.6293945313,-133.3626556396
4285.4848632813,-133.4208374023
4295.3632812500,-133.4927215576
4305.2666015625,-133.5411376953
4315.1904296875,-133.5856628418
4325.1376953125,-133.6220245361
4335.1098632813,-133.6438903809
4345.1025390625,-133.6333465576
4355.1181640625,-133.5800476074
4365.1591796875,-133.5312500000
4375.2211914063,-133.4909973145
4385.3066406250,-133.4716796875
4395.4150390625,-133.4895477295
4405.5493164063,-133.5317382813
4415.7041015625,-133.5528717041
4425.8828125000,-133.5568542480
4436.0874023438,-133.5446014404
4446.3125000000,-133.5158843994
4456.5615234375,-133.4992065430
4466.8369140625,-133.5015106201
4477.1333007813,-133.5104064941
4487.4536132813,-133.5211029053
4497.7998046875,-133.5356445313
4508.1674804688,-133.5522308350
4518.5590820313,-133.5695800781
4528.9746093750,-133.5942840576
4539.4169921875,-133.6463317871
4549.8803710938,-133.7110748291
4560.3681640625,-133.7604675293
4570.8828125000,-133.8128509521
4581.4189453125,-133.8918914795
4591.9794921875,-133.9626007080
4602.5668945313,-133.9955444336
4613.1762695313,-134.0112304688
4623.8095703125,-133.9958801270
4634.4677734375,-133.9529724121
4645.1533203125,-133.9227294922
4655.8608398438,-133.9048919678
4666.5927734375,-133.9135894775
4677.3520507813,-133.9475555420
4688.1337890625,-133.9711761475
4698.9404296875,-133.9841156006
4709.7744140625,-133.9758148193
4720.6308593750,-133.9475250244
4731.5122070313,-133.9231414795
4742.4213867188,-133.8852081299
4753.3525390625,-133.8471679688
4764.3095703125,-133.8249816895
4775.2915039063,-133.8107147217
4786.3017578125,-133.8152160645
4797.3344726563,-133.8456420898
4808.3925781250,-133.8751831055
4819.4790039063,-133.9112548828
4830.5883789063,-133.9259796143
4841.7231445313,-133.9209136963
4852.8862304688,-133.9072265625
4864.0722656250,-133.9067687988
4875.2846679688,-133.9233245850
4886.5224609375,-133.9666290283
4897.7890625000,-134.0083160400
4909.0786132813,-134.0213623047
4920.3945312500,-134.0100402832
4931.7387695313,-133.9761047363
4943.1069335938,-133.9486694336
4954.5009765625,-133.9187164307
4965.9243164063,-133.9095153809
4977.3710937500,-133.9185638428
4988.8442382813,-133.9470062256
5000.3437500000,-133.9780120850
5011.8730468750,-133.9918823242
5023.4257812500,-133.9945068359
5035.0048828125,-133.9829101563
5046.6137695313,-133.9714202881
5058.2465820313,-133.9743194580
5069.9062500000,-133.9892425537
5081.5957031250,-134.0275421143
5093.3090820313,-134.0724639893
5105.0493164063,-134.0987243652
5116.8198242188,-134.1225280762
5128.6142578125,-134.1319580078
5140.4360351563,-134.1344146729
5152.2851562500,-134.1344757080
5164.1645507813,-134.1269531250
5176.0683593750,-134.0835876465
5187.9995117188,-133.9907989502
5199.9609375000,-133.8262786865
5211.9472656250,-133.6295623779
5223.9609375000,-133.5115814209
5236.0053710938,-133.4331054688
5248.0747070313,-133.4918975830
5260.1723632813,-133.6959686279
5272.2973632813,-133.9383544922
5284.4531250000,-134.1150970459
5296.6342773438,-134.2009277344
5308.8432617188,-134.2066040039
5321.0834960938,-134.1755218506
5333.3491210938,-134.1305541992
5345.6425781250,-134.0913696289
5357.9677734375,-134.0677185059
5370.3183593750,-134.0709838867
5382.6972656250,-134.0990905762
5395.1074218750,-134.1548461914
5407.5439453125,-134.2200317383
5420.0083007813,-134.2665252686
5432.5019531250,-134.2749176025
5445.0273437500,-134.2298889160
5457.5786132813,-134.1607513428
5470.1586914063,-134.1063842773
5482.7705078125,-134.0982208252
5495.4086914063,-134.1610870361
5508.0761718750,-134.2625274658
5520.7758789063,-134.3621520996
5533.5014648438,-134.4245300293
5546.2568359375,-134.4249572754
5559.0410156250,-134.3893127441
5571.8579101563,-134.3485107422
5584.7016601563,-134.3338623047
5597.5747070313,-134.3604583740
5610.4804687500,-134.3996276855
5623.4130859375,-134.3917388916
5636.3754882813,-134.2421417236
5649.3710937500,-133.6379394531
5662.3930664063,-132.5272674561
5675.4453125000,-131.0027160645
5688.5307617188,-129.6994323730
5701.6430664063,-129.0109863281
5714.7861328125,-129.0034332275
5727.9589843750,-129.8132171631
5741.1655273438,-131.6188201904
5754.3994140625,-132.9941253662
5767.6635742188,-133.7294769287
5780.9614257813,-134.0441284180
5794.2871093750,-134.1836090088
5807.6435546875,-134.3184509277
5821.0336914063,-134.4269561768
5834.4516601563,-134.5007476807
5847.9003906250,-134.5269317627
5861.3798828125,-134.5575866699
5874.8940429688,-134.5849151611
5888.4365234375,-134.5741729736
5902.0097656250,-134.5037536621
5915.6171875000,-134.4542236328
5929.2534179688,-134.4648437500
5942.9204101563,-134.5260925293
5956.6225585938,-134.6040344238
5970.3530273438,-134.6560058594
5984.1152343750,-134.6468200684
5997.9125976563,-134.6205291748
6011.7377929688,-134.6036834717
6025.5957031250,-134.6032409668
6039.4848632813,-134.5978698730
6053.4096679688,-134.5709381104
6067.3632812500,-134.5237121582
6081.3491210938,-134.4753875732
6095.3701171875,-134.4741516113
6109.4204101563,-134.5109710693
6123.5029296875,-134.5863800049
6137.6215820313,-134.6417083740
6151.7690429688,-134.6750030518
6165.9497070313,-134.6888122559
6180.1625976563,-134.6930084229
6194.4116210938,-134.7097473145
6208.6899414063,-134.7479705811
6223.0014648438,-134.7817840576
6237.3496093750,-134.8190612793
6251.7270507813,-134.8674621582
6266.1376953125,-134.8809356689
6280.5849609375,-134.8474884033
6295.0620117188,-134.7721862793
6309.5727539063,-134.6533966064
6324.1201171875,-134.5820770264
6338.6977539063,-134.5553283691
6353.3090820313,-134.5783233643
6367.9536132813,-134.6336517334
6382.6357421875,-134.6744995117
6397.3481445313,-134.7167053223
6412.0947265625,-134.7861938477
6426.8784179688,-134.8452148438
6441.6928710938,-134.8498382568
6456.5415039063,-134.8016662598
6471.4277343750,-134.7051391602
6486.3447265625,-134.6404418945
6501.2963867188,-134.6374359131
6516.2822265625,-134.6701354980
6531.3061523438,-134.7224731445
6546.3613281250,-134.7490234375
6561.4511718750,-134.7440185547
6576.5795898438,-134.7180480957
6591.7392578125,-134.6739196777
6606.9335937500,-134.6470489502
6622.1665039063,-134.6502075195
6637.4311523438,-134.6576080322
6652.7309570313,-134.6443634033
6668.0659179688,-134.5815887451
6683.4399414063,-134.4949645996
6698.8457031250,-134.4575195313
6714.2871093750,-134.4816284180
6729.7675781250,-134.5324401855
6745.2802734375,-134.5818939209
6760.8286132813,-134.6015777588
6776.4165039063,-134.6386718750
6792.0366210938,-134.7087097168
6807.6928710938,-134.7573699951
6823.3886718750,-134.7808074951
6839.1171875000,-134.7914886475
6854.8818359375,-134.8068542480
6870.6826171875,-134.8286743164
6886.5239257813,-134.8327636719
6902.3979492188,-134.8111572266
6918.3081054688,-134.7902832031
6934.2592773438,-134.7911987305
6950.2431640625,-134.8049621582
6966.2641601563,-134.8165588379
6982.3256835938,-134.8175354004
6998.4204101563,-134.8412780762
7014.5522460938,-134.8884277344
7030.7211914063,-134.9086761475
7046.9316406250,-134.8829498291
7063.1752929688,-134.8337860107
7079.4560546875,-134.7741699219
7095.7788085938,-134.7290344238
7112.1352539063,-134.7275695801
7128.5292968750,-134.7593994141
7144.9648437500,-134.8099212646
7161.4345703125,-134.8417968750
7177.9418945313,-134.8703918457
7194.4916992188,-134.9111938477
7211.0756835938,-134.9389495850
7227.6972656250,-134.9259643555
7244.3579101563,-134.8798828125
7261.0605468750,-134.8246459961
7277.7978515625,-134.7783355713
7294.5737304688,-134.7625579834
7311.3920898438,-134.7987213135
7328.2456054688,-134.8743286133
7345.1376953125,-134.9564056396
7362.0727539063,-135.0267181396
7379.0429687500,-135.0586242676
7396.0522460938,-135.0179138184
7413.1005859375,-134.9054870605
7430.1923828125,-134.7678222656
7447.3193359375,-134.6784667969
7464.4858398438,-134.6755371094
7481.6962890625,-134.7235565186
7498.9418945313,-134.7678833008
7516.2275390625,-134.7885742188
7533.5571289063,-134.8059387207
7550.9228515625,-134.8541564941
7568.3281250000,-134.9277648926
7585.7778320313,-134.9718322754
7603.2636718750,-134.9522247314
7620.7895507813,-134.9048919678
7638.3559570313,-134.9079132080
7655.9672851563,-134.9106750488
7673.6147460938,-134.8499755859
7691.3027343750,-134.7636108398
7709.0361328125,-134.7699890137
7726.8061523438,-134.9098968506
7744.6166992188,-135.0707092285
7762.4731445313,-135.1170806885
7780.3662109375,-135.0404510498
7798.3002929688,-134.9186553955
7816.2758789063,-134.8165588379
7834.2973632813,-134.8374938965
7852.3559570313,-134.9350585938
7870.4560546875,-135.0195312500
7888.6025390625,-135.0354309082
7906.7861328125,-134.9883728027
7925.0122070313,-134.9334564209
7943.2841796875,-134.9587402344
7961.5937500000,-135.0698699951
7979.9458007813,-135.1126251221
7998.3447265625,-135.0512542725
8016.7812500000,-134.9453125000
8035.2607421875,-134.8819427490
8053.7827148438,-134.8953704834
8072.3515625000,-134.9745483398
8090.9589843750,-135.0669708252
8109.6088867188,-135.1194610596
8128.3066406250,-135.0852355957
8147.0429687500,-135.0144042969
8165.8227539063,-135.0298461914
8184.6499023438,-135.0792541504
8203.5156250000,-135.0849304199
8222.4257812500,-135.0191955566
8241.3789062500,-134.9482574463
8260.3808593750,-134.9274139404
8279.4208984375,-134.9282531738
8298.5058593750,-134.9289703369
8317.6396484375,-134.9468841553
8336.8115234375,-134.9915618896
8356.0292968750,-135.0328063965
8375.2949218750,-135.0181274414
8394.6005859375,-134.9499359131
8413.9501953125,-134.8839721680
8433.3496093750,-134.8272247314
8452.7890625000,-134.8217926025
8472.2734375000,-134.8861999512
8491.8027343750,-134.9366912842
8511.3818359375,-134.9624481201
8531.0009765625,-134.9832763672
8550.6660156250,-135.0051269531
8570.3798828125,-135.0442199707
8590.1357421875,-135.0827636719
8609.9365234375,-135.0741424561
8629.7880859375,-135.0387420654
8649.6796875000,-135.0262451172
8669.6181640625,-135.0209655762
8689.6025390625,-135.0333709717
8709.6367187500,-135.0871887207
8729.7128906250,-135.1334533691
8749.8359375000,-135.1654510498
8770.0097656250,-135.1813964844
8790.2255859375,-135.1896972656
8810.4873046875,-135.1934661865
8830.8007812500,-135.1744689941
8851.1562500000,-135.1087188721
8871.5595703125,-135.0465698242
8892.0087890625,-135.0718841553
8912.5107421875,-135.1819763184
8933.0546875000,-135.2667388916
8953.6455078125,-135.2666473389
8974.2890625000,-135.2024536133
8994.9755859375,-135.2006225586
9015.7099609375,-135.2414855957
9036.4970703125,-135.2117309570
9057.3261718750,-135.0965728760
9078.2041015625,-134.9679260254
9099.1347656250,-134.9153900146
9120.1093750000,-134.9529876709
9141.1318359375,-134.9967041016
9162.2031250000,-134.9982604980
9183.3271484375,-135.0113677979
9204.4951171875,-135.1004180908
9225.7128906250,-135.1987915039
9246.9833984375,-135.2109069824
9268.2988281250,-135.1940917969
9289.6621093750,-135.2218017578
9311.0810546875,-135.2882232666
9332.5439453125,-135.3462829590
9354.0556640625,-135.3190765381
9375.6171875000,-135.2279968262
9397.2343750000,-135.1912994385
9418.8955078125,-135.2173614502
9440.6064453125,-135.1815032959
9462.3730468750,-134.7307281494
9484.1845703125,-133.5197753906
9506.0458984375,-132.7634124756
9527.9638671875,-133.1070861816
9549.9267578125,-134.1785888672
9571.9394531250,-134.6162109375
9594.0087890625,-133.5762176514
9616.1240234375,-132.6278076172
9638.2890625000,-132.7144775391
9660.5068359375,-133.6770477295
9682.7802734375,-134.6301879883
9705.0996093750,-135.0437622070
9727.4707031250,-135.0826416016
9749.8984375000,-135.1028442383
9772.3720703125,-135.1944580078
9794.8984375000,-135.2847442627
9817.4814453125,-135.3094635010
9840.1113281250,-135.2846984863
9862.7939453125,-135.2591400146
9885.5283203125,-135.1946258545
9908.3203125000,-135.0534667969
9931.1601562500,-134.9343261719
9954.0517578125,-134.9188690186
9977.0019531250,-135.0572814941
10000.0000000000,-134.8639831543
10023.0507812500,-134.8436584473
10046.1542968750,-134.8447113037
10069.3115234375,-134.8719024658
10092.5332031250,-134.9214172363
10115.7968750000,-134.9845733643
10139.1152343750,-135.0515899658
10162.4863281250,-135.1135406494
10185.9111328125,-135.1647949219
10209.3906250000,-135.2038879395
10232.9355468750,-135.2329101563
10256.5234375000,-135.2554321289
10280.1650390625,-135.2748718262
10303.8613281250,-135.2931518555
10327.6123046875,-135.3106231689
10351.4189453125,-135.3266601563
10375.2792968750,-135.3401794434
10399.2060546875,-135.3500061035
10423.1777343750,-135.3551330566
10447.2031250000,-135.3550415039
10471.2851562500,-135.3503265381
10495.4218750000,-135.3432769775
10519.6152343750,-135.3376159668
10543.8632812500,-135.3374938965
10568.1787109375,-135.3460388184
10592.5400390625,-135.3640136719
10616.9560546875,-135.3894195557
10641.4287109375,-135.4180145264
10665.9580078125,-135.4445953369
10690.5439453125,-135.4645843506
10715.1982421875,-135.4750976563
10739.8974609375,-135.4755249023
10764.6533203125,-135.4673309326
10789.4667968750,-135.4535064697
10814.3378906250,-135.4378814697
10839.2656250000,-135.4241027832
10864.2509765625,-135.4146881104
10889.3056640625,-135.4102935791
10914.4062500000,-135.4099273682
10939.5644531250,-135.4115753174
10964.7812500000,-135.4135284424
10990.0556640625,-135.4151763916
11015.3886718750,-135.4165954590
11040.7919921875,-135.4177703857
11066.2412109375,-135.4177703857
11091.7500000000,-135.4137573242
11117.3173828125,-135.4023895264
11142.9433593750,-135.3816070557
11168.6289062500,-135.3518676758
11194.3730468750,-135.3163909912
11220.1894531250,-135.2801361084
11246.0527343750,-135.2480926514
11271.9755859375,-135.2233581543
11297.9580078125,-135.2054901123
11324.0009765625,-135.1891937256
11350.1035156250,-135.1641693115
11376.2792968750,-135.1172180176
11402.5019531250,-135.0371398926
11428.7861328125,-134.9214782715
11455.1298828125,-134.7813262939
11481.5351562500,-134.6408081055
11508.0000000000,-134.5036315918
11534.5273437500,-134.4970092773
11561.1279296875,-134.5897064209
11587.7773437500,-134.7385559082
11614.4873046875,-134.9147949219
11641.2597656250,-135.0859375000
11668.0937500000,-135.2258453369
11694.9892578125,-135.3217773438
11721.9472656250,-135.3751373291
11748.9804687500,-135.3963317871
11776.0625000000,-135.3985290527
11803.2070312500,-135.3933410645
11830.4140625000,-135.3895416260
11857.6845703125,-135.3928222656
11885.0166015625,-135.4058837891
11912.4257812500,-135.4282989502
11939.8847656250,-135.4719238281
11967.4072265625,-135.5137329102
11994.9931640625,-135.5337371826
12022.6425781250,-135.5457763672
12050.3554687500,-135.5504455566
12078.1318359375,-135.5495452881
12105.9863281250,-135.5449676514
12133.8916015625,-135.5381164551
12161.8613281250,-135.5295715332
12189.8955078125,-135.5194396973
12217.9931640625,-135.5077819824
12246.1572265625,-135.4880981445
12274.3984375000,-135.4674987793
12302.6923828125,-135.4537658691
12331.0507812500,-135.4402313232
12359.4746093750,-135.4269866943
12387.9638671875,-135.4141082764
12416.5195312500,-135.4011688232
12445.1396484375,-135.3870849609
12473.8408203125,-135.3602142334
12502.5937500000,-135.3270111084
12531.4130859375,-135.3041687012
12560.2988281250,-135.2862243652
12589.2509765625,-135.2781372070
12618.2705078125,-135.2834777832
12647.3701171875,-135.3035125732
12676.5234375000,-135.3579711914
12705.7441406250,-135.4257049561
12735.0312500000,-135.4690399170
12764.3867187500,-135.5020294189
12793.8095703125,-135.5182952881
12823.2998046875,-135.5139770508
12852.8730468750,-135.4893035889
12882.4990234375,-135.4234161377
12912.1943359375,-135.3457336426
12941.9580078125,-135.2949829102
12971.7900390625,-135.2485351563
13001.6914062500,-135.2075195313
13031.6611328125,-135.1605377197
13061.7138671875,-135.1292419434
13091.8222656250,-135.1106872559
13122.0000000000,-135.0764465332
13152.2470703125,-135.0062255859
13182.5634765625,-134.8846130371
13212.9501953125,-134.6122894287
13243.4218750000,-134.3263549805
13273.9492187500,-134.1898803711
13304.5468750000,-134.1328277588
13335.2138671875,-134.1642608643
13365.9531250000,-134.3518829346
13396.7626953125,-134.6093444824
13427.6425781250,-134.7767486572
13458.6093750000,-134.9201812744
13489.6328125000,-135.0881347656
13520.7265625000,-135.2233581543
13551.8935546875,-135.2949218750
13583.1308593750,-135.3502807617
13614.4414062500,-135.3877258301
13645.8388671875,-135.4142761230
13677.2929687500,-135.4263153076
13708.8203125000,-135.4354705811
13740.4199218750,-135.4506072998
13772.0927734375,-135.4852447510
13803.8388671875,-135.5257415771
13835.6572265625,-135.5514984131
13867.5644531250,-135.5741577148
13899.5302734375,-135.6025543213
13931.5693359375,-135.6262969971
13963.6826171875,-135.6364746094
13995.8701171875,-135.6378784180
14028.1318359375,-135.6153564453
14060.4677734375,-135.5706634521
14092.8935546875,-135.5345916748
14125.3789062500,-135.4895629883
14157.9384765625,-135.4603271484
14190.5732421875,-135.4483947754
14223.2841796875,-135.4366455078
14256.0693359375,-135.4118041992
14288.9462890625,-135.3817596436
14321.8837890625,-135.3651580811
14354.8964843750,-135.3586425781
14387.9853515625,-135.3738098145
14421.1503906250,-135.3951110840
14454.3925781250,-135.4352569580
14487.7109375000,-135.4811401367
14521.1220703125,-135.5166473389
14554.5947265625,-135.5560913086
14588.1435546875,-135.6162414551
14621.7705078125,-135.6645507813
14655.4746093750,-135.6800231934
14689.2568359375,-135.6719360352
14723.1328125000,-135.6386718750
14757.0703125000,-135.6085815430
14791.0869140625,-135.5686950684
14825.1806640625,-135.5416564941
14859.3544921875,-135.5311737061
14893.6054687500,-135.5154571533
14927.9365234375,-135.4895935059
14962.3632812500,-135.4454498291
14996.8525390625,-135.3915252686
15031.4208984375,-135.3546600342
15066.0693359375,-135.3082122803
15100.7978515625,-135.2761230469
15135.6064453125,-135.2645416260
15170.5117187500,-135.2505340576
15205.4804687500,-135.2186279297
15240.5302734375,-135.1677856445
15275.6611328125,-135.0313720703
15310.8730468750,-134.8562316895
15346.1650390625,-134.7073211670
15381.5390625000,-134.6433715820
15417.0117187500,-134.6734924316
15452.5488281250,-134.8093109131
15488.1679687500,-134.9944152832
15523.8691406250,-135.1750335693
15559.6533203125,-135.3211059570
15595.5195312500,-135.3887786865
15631.4677734375,-135.4490051270
15667.5166015625,-135.4795074463
15703.6318359375,-135.5001678467
15739.8300781250,-135.5343017578
15776.1113281250,-135.5942535400
15812.4765625000,-135.6659240723
15848.9248046875,-135.7107849121
15885.4755859375,-135.7565002441
15922.0927734375,-135.7739105225
15958.7939453125,-135.7559967041
15995.5800781250,-135.7144317627
16032.4511718750,-135.6531524658
16069.4072265625,-135.5884094238
16106.4482421875,-135.5365295410
16143.5927734375,-135.5039062500
16180.8046875000,-135.4942016602
16218.1025390625,-135.4878845215
16255.4863281250,-135.4812774658
16292.9560546875,-135.4716033936
16330.5126953125,-135.4660186768
16368.1738281250,-135.4752807617
16405.9042968750,-135.4969482422
16443.7207031250,-135.5244598389
16481.6250000000,-135.5480041504
16519.6152343750,-135.5611267090
16557.6953125000,-135.5646362305
16595.8613281250,-135.5564270020
16634.1347656250,-135.5409393311
16672.4765625000,-135.5217590332
16710.9082031250,-135.5039215088
16749.4277343750,-135.4902038574
16788.0371093750,-135.4800567627
16826.7343750000,-135.4710235596
16865.5390625000,-135.4532470703
16904.4160156250,-135.3938140869
16943.3808593750,-135.1869506836
16982.4375000000,-134.9102172852
17021.5820312500,-134.5604248047
17060.8183593750,-134.2396850586
17100.1445312500,-133.9957427979
17139.5820312500,-133.7415008545
17179.0898437500,-133.2791595459
17218.6875000000,-132.6274414063
17258.3789062500,-131.9665374756
17298.1601562500,-131.5687103271
17338.0332031250,-131.6746978760
17378.0000000000,-132.5079498291
17418.0761718750,-133.5118713379
17458.2265625000,-134.4902191162
17498.4687500000,-135.2247772217
17538.8027343750,-135.5359191895
17579.2324218750,-135.6102905273
17619.7519531250,-135.5612792969
17660.3867187500,-135.5008544922
17701.0957031250,-135.4556579590
17741.8984375000,-135.4342498779
17782.7949218750,-135.4213256836
17823.7851562500,-135.4094085693
17864.8691406250,-135.3915710449
17906.0488281250,-135.3764495850
17947.3437500000,-135.3755035400
17988.7148437500,-135.3998565674
18030.1796875000,-135.4369964600
18071.7402343750,-135.4911651611
18113.3964843750,-135.5811157227
18155.1484375000,-135.6543731689
18197.0175781250,-135.7160644531
18238.9628906250,-135.7519683838
18281.0058593750,-135.7338104248
18323.1445312500,-135.6867675781
18365.3808593750,-135.6419982910
18407.7148437500,-135.6243438721
18450.1445312500,-135.6392364502
18492.6953125000,-135.6635131836
18535.3222656250,-135.6821594238
18578.0468750000,-135.6912841797
18620.8710937500,-135.6857147217
18663.7929687500,-135.6755981445
18706.8144531250,-135.6607208252
18749.9355468750,-135.6332550049
18793.1757812500,-135.6065368652
18836.4941406250,-135.5791168213
18879.9140625000,-135.5570831299
18923.4335937500,-135.5574340820
18967.0546875000,-135.5700836182
19010.7734375000,-135.5871887207
19054.6171875000,-135.5839996338
19098.5390625000,-135.5568084717
19142.5625000000,-135.5035095215
19186.6875000000,-135.4267730713
19230.9140625000,-135.3904113770
19275.2421875000,-135.4001464844
19319.6738281250,-135.4329833984
19364.2285156250,-135.4851379395
19408.8632812500,-135.5425567627
19453.6015625000,-135.5915985107
19498.4433593750,-135.6427764893
19543.3886718750,-135.6998748779
19588.4375000000,-135.7270965576
19633.6132812500,-135.7239685059
19678.8691406250,-135.7034454346
19724.2304687500,-135.6721954346
19769.6972656250,-135.6481018066
19815.2675781250,-135.6226806641
19860.9433593750,-135.6011505127
19906.7226562500,-135.5911407471
19952.6328125000,-135.6129608154
19998.6250000000,-135.6718139648
20044.7226562500,-135.7334747314
20090.9277343750,-135.7614288330
20137.2382812500,-135.7619628906
20183.6562500000,-135.7320251465
20230.2031250000,-135.6830444336
20276.8339843750,-135.6329345703
20323.5742187500,-135.5967559814
20370.4218750000,-135.5861206055
20417.3769531250,-135.5941925049
20464.4394531250,-135.6223144531
20511.6113281250,-135.6631011963
20558.9160156250,-135.7167205811
20606.3046875000,-135.7740020752
20653.8046875000,-135.7989044189
20701.4121093750,-135.7729797363
20749.1308593750,-135.6863555908
20796.9589843750,-135.4904174805
20844.8984375000,-135.2516174316
20892.9687500000,-135.0953826904
20941.1289062500,-135.1125183105
20989.4003906250,-135.2195434570
21037.7812500000,-135.2024688721
21086.2753906250,-135.0028839111
21134.8808593750,-134.8312988281
21183.6210937500,-134.8428192139
21232.4511718750,-135.0097503662
21281.3945312500,-135.3280487061
21330.4492187500,-135.6051330566
21379.6171875000,-135.7705688477
21428.8984375000,-135.8572998047
21478.2929687500,-135.9091796875
21527.8261718750,-135.9436798096
21577.4492187500,-135.9653167725
21627.1875000000,-135.9795837402
21677.0390625000,-135.9799346924
21727.0058593750,-135.9458923340
21777.0878906250,-135.8811340332
21827.3105468750,-135.8262481689
21877.6230468750,-135.8105163574
21928.0527343750,-135.8215942383
21978.5996093750,-135.8373260498
22029.2617187500,-135.8570556641
22080.0410156250,-135.8850708008
22130.9355468750,-135.9095458984
22181.9746093750,-135.9149627686
22233.1054687500,-135.9018402100
22284.3535156250,-135.8819885254
22335.7207031250,-135.8607025146
22387.2070312500,-135.8382263184
22438.8105468750,-135.8224029541
22490.5585937500,-135.8157196045
22542.4003906250,-135.8041076660
22594.3632812500,-135.7849578857
22646.4433593750,-135.7772064209
22698.6464843750,-135.7851409912
22750.9667968750,-135.7944030762
22803.4101562500,-135.8050842285
22855.9980468750,-135.8264312744
22908.6835937500,-135.8487396240
22961.4902343750,-135.8492889404
23014.4179687500,-135.8020172119
23067.4667968750,-135.7386932373
23120.6386718750,-135.7183380127
23173.9335937500,-135.7339019775
23227.3769531250,-135.7727355957
23280.9179687500,-135.8294982910
23334.5820312500,-135.8963317871
23388.3710937500,-135.9491729736
23442.2812500000,-135.9725036621
23496.3183593750,-135.9797058105
23550.5039062500,-135.9958496094
23604.7910156250,-136.0181732178
23659.2011718750,-136.0242614746
23713.7363281250,-136.0149993896
23768.3984375000,-136.0056152344
23823.1875000000,-136.0120239258
23878.1015625000,-136.0247344971
23933.1679687500,-136.0115966797
23988.3359375000,-135.9912109375
24043.6308593750,-135.9848785400
24099.0527343750,-135.9938659668
24154.6035156250,-136.0089874268
24210.2812500000,-136.0346069336
24266.1132812500,-136.0629425049
24322.0488281250,-136.0725097656
24378.1132812500,-136.0674438477
24434.3066406250,-136.0528717041
24490.6289062500,-135.9773559570
24547.0820312500,-135.7159576416
24603.6640625000,-135.3018188477
24660.4042968750,-134.8818664551
24717.2480468750,-134.7473449707
24774.2226562500,-135.0834960938
24831.3300781250,-135.4487304688
24888.5683593750,-135.5888977051
24945.9375000000,-135.4626312256
25003.4394531250,-135.3892364502
25061.1015625000,-135.5212554932
25118.8691406250,-135.7192230225
25176.7714843750,-135.8582611084
25234.8046875000,-135.8978576660
25292.9726562500,-135.9298858643
25351.2753906250,-135.9850769043
25409.7402343750,-136.0233459473
25468.3105468750,-136.0414733887
25527.0175781250,-136.0601959229
25585.8593750000,-136.0610809326
25644.8359375000,-136.0176544189
25703.9492187500,-135.9752502441
25763.1972656250,-135.9637298584
25822.6132812500,-135.9640502930
25882.1347656250,-135.8798370361
25941.7949218750,-135.4740295410
26001.5937500000,-134.7379150391
26061.5292968750,-134.1207885742
26121.6015625000,-133.8028564453
26181.8437500000,-134.1160583496
26242.1953125000,-134.8888397217
26302.6835937500,-135.6125640869
26363.3144531250,-135.9311218262
26424.0839843750,-136.0737762451
26484.9921875000,-136.1002655029
26546.0429687500,-136.0840911865
26607.2617187500,-136.0694732666
26668.5937500000,-136.0801544189
26730.0664062500,-136.1105957031
26791.6816406250,-136.1166229248
26853.4375000000,-136.0878448486
26915.3378906250,-136.0744628906
26977.4082031250,-136.0855102539
27039.5937500000,-136.0639953613
27101.9218750000,-136.0067901611
27164.3945312500,-135.9594116211
27227.0097656250,-135.9991302490
27289.7695312500,-136.0951843262
27352.6738281250,-136.1569824219
27415.7539062500,-136.1646423340
27478.9492187500,-136.1652526855
27542.2910156250,-136.1749877930
27605.7773437500,-136.1553802490
27669.4101562500,-136.0470123291
27733.1914062500,-135.8963165283
27797.1171875000,-135.8324584961
27861.2226562500,-135.8860321045
27925.4453125000,-135.9781494141
